vhash,dport,packet_size,n_src,n_dst
81051bcc2cf1bedf378224b0a93e2877,9042,42,11,359
485fce84c14ebef1fb345fdebe2cb255,1010,157,11,297
896d5622c4ddfa9c39f7bb614cf12242,2086,297,1,1
7113677f1f2310f99b836ee57be550b3,5001,557,1,1
9060be391179c4a0a188e7d7abe501b6,5001,79,3,1
7de304371a2228fc8be74c705f32b7a8,8099,557,1,1
cea8cdfa42028b08f4e485ffe27fe522,53,83,10,57
f1d3ff8443297732862df21dc4e57262,3299,44,9,43
766f19058097a6a20f25c49189019373,8090,298,1,1
84324c39b65da370320bbae361b16df0,8333,166,1,1
1b536f35b8dc81a8ec22ab9ece147a87,3001,557,1,1
cc9615587a3d252742012a402f941488,3001,79,3,1
3cb4202ad21767c8b588d74f805e66a1,20000,1050,10,43
790e2ab5906ae356c48d325bbe013984,8080,298,1,1
d6d6a20883a1f090e20d7aabe9327dd6,8888,298,1,1
dd1bb64b8471c4b602575db821447fcf,444,557,1,1
70923cc3d96c1dc4b81e5a3fa945ebf9,113,50,1,1
e26a1f714545652dc271950a8c171c7a,444,79,1,1
462983b32acdb45ede72f3bdaa23f469,1599,79,10,51
d8c3b85c2cbd534d0668a81fba33502d,2375,298,1,1
f8c74e9316899615e737f3cd8898e90f,631,297,1,1
485fce84c14ebef1fb345fdebe2cb255,1991,157,11,297
b3fff84dc42d5f9fc0cb1f906cb97d30,789,46,10,66
ad719b27a03221f3445e671f6ea0c3d3,82,62,11,304
7ea3c4464799fff1ca22eb3e103596d0,49,52,1,1
1bc7b84055d25690576bb5c115ebbaa0,7071,557,1,1
9899dd82df0be6c3b45da365229ddbd0,7071,79,1,1
42b18928ac0f5b773bf3eb927bf4181b,5901,298,1,1
35d6f5a95be2a54a1c982d59236e611f,55553,557,1,1
3a151f797682ab67a898930fab27a3b1,5984,109,1,1
4d06e12d249a6ac47fd8e46cdd9186d6,9418,89,1,1
cd4f5d1e70d1b6115728dba038091fab,55553,78,1,1
6afc55b73d42ed5b29e4b44e775d0da0,503,48,10,107
032a39da728f97392f880c8486619843,81,296,1,1
ed000f5fad7df41b76d7b63a8839e713,8888,298,1,1
5f100b7baef145969646496a1545753c,8060,298,1,1
365fc0b288d0c1c4b8e7fa8951abe47a,22,64,9,146
12dc9916598838b9a69780a4dc865672,12345,153,10,169
d6458a37b7cb444ee3a7ad8a10b4a027,20547,50,10,59
02aca8288b248128fd2950fb9c19fc51,104,302,10,58
27ff497b58e247165cb7ddf53f44274f,54984,108,1,172
52113d8a3609b712acfed33d1bc19ca1,2404,46,10,63
50676bcc6a13bf89245ee3c2956b7848,992,557,1,1
81051bcc2cf1bedf378224b0a93e2877,79,42,11,359
e5563182d0091ea4a440b90c2a1b1abe,25565,60,1,1
25daad3d9e60b45043a70c4ab7d3b1c6,25565,42,10,65
d455c8efcb5950c3cdeaabe5a893373a,25565,62,1,1
6541c43fb9a1259ca84cf5f759cb08bc,3000,297,1,1
dd6113dffdf6a30df01f66a21bd5b7e8,4911,557,1,1
7e0de761f1e6b89d75f3f4db14d8bfdf,2628,110,10,62
4f42cb1174e91be285c1a279e3e81278,1741,298,1,1
c0da425ea59a5a8cf5b0f1bcb18a2f61,8090,297,1,1
2c600ebd085798e5119277c8b49b77de,9160,73,10,44
59c5fa469691ee24d0bc1f991c0b204f,10000,557,1,1
81051bcc2cf1bedf378224b0a93e2877,4664,42,11,359
26018e804a610409ad11ae42d905210d,10000,78,6,1
362fb339606d5b7930a86db2817d0722,4064,557,1,1
ad719b27a03221f3445e671f6ea0c3d3,81,62,11,304
974959c26393b1e10083c6d16a7e81f2,4064,557,1,1
bd3272534808ae4d4d9deb39ce5211c0,9595,298,1,1
1046934c6631883f5c189621c331d55a,16993,557,1,1
9d4dde9ad9139dc2737af1d7c6f70d3f,8334,298,1,1
485fce84c14ebef1fb345fdebe2cb255,4000,157,11,297
4baa4e993c6a22a9a4e03a5598528fdb,50070,298,1,1
62ba774b778b449fb61ccfa3493fd140,5357,297,1,1
ebecbcbe3ab9c21425592c232ec43e89,5938,49,10,60
f400db268380d6829b1d1850442b27fb,4848,298,1,1
8cf8cc6a9fe79e24b223572063054cb9,445,91,1,1
71855aaa631d9bc789694001ad329256,631,297,1,1
1ee8a79a10e2b1bbdd68b969b016cb55,445,102,1,1
65c4be3bc7417ba5a96cbb72446527cc,8099,557,1,1
6f21f07e06f83b06cbd841670569479f,8080,297,1,1
081e0ab4f3263afadcb83753949540c0,2375,298,1,1
93cc3615f0d0d920e4e578ce166c697b,8001,298,1,1
e494348a44e3d983f06b66460e9aaded,8009,557,1,1
c1e63de92ff080903991e540ea12e327,8009,77,1,1
e481051ed20584ffd9747a3393d9790f,5901,297,1,1
43a93ee27b52c3bb776c6a4e821e0515,7777,297,1,1
4a1ebbc35b762ba9f4e2cd3d3b014d65,32400,299,1,1
5a514463b1b6c0d1480a94b767b8954a,5985,298,1,1
365fc0b288d0c1c4b8e7fa8951abe47a,26,64,9,146
8609d06cdc4b20052740bda19b591b37,9080,298,1,1
ccca70b89b1b945d9519f68dca55ae4d,102,62,3,4
caf62c02803282cfdd6f5dfe17b2e040,311,557,1,1
512d80c9bd764c1cad3a540226bfa699,311,79,2,1
79f3315edc1d922508995d718575c942,8099,557,1,1
243af5156c52e566da89a734b28d8693,1741,298,1,1
26279cb04fd73b3b22090829f4d8d6eb,8080,298,1,1
e080d752229b9895b0354a94c197376e,3542,297,1,1
33e7ecd6e4962c194b6fa1bb0ababb19,1723,196,10,43
f130b5be3d00598b033badd3bab1070b,7548,557,1,1
923ae1dbba4a782613e90c34a75f953e,51106,299,1,1
113a3da6a90d61f5d6ea33483fc0e78b,8098,297,1,1
dcf9e897bcc76a28e966350dfcbd7d2f,8098,298,1,1
b74606fa7b557fa1d68a10f8b01f37fe,8112,298,1,1
9db39da38d2be9dcb045847d9c175ed4,3689,297,1,1
aaaa4caf9e83ef1435aa0b70723f9a3d,631,297,1,1
3eaf6a23eeb68bcbed261d736bd5707a,8089,557,1,1
4ae86b21a632ed294afe3d8d7e049c50,88,295,1,1
bb99b7fc8ef8135f71a183664160f579,8089,79,1,1
ec04f684712948f625bf107e24b7c25c,5985,297,1,1
2fec5264846b5afe59ae75cf33d135a4,55553,557,1,1
5bd6c5407dac22df5c620bd4c3f79eb6,8087,45,10,51
1e08ce2545a3cb9d0914bb11f3f830f4,3128,298,1,1
cf0de4d1e4fdcd63c91a4226d004a6da,55553,79,1,1
bed82502a4adfdb0b4335ccbc99a645c,1741,298,1,1
449edbe03caa44297602c6a5cbd8478b,7474,298,1,1
321c9d1d7334c5ec4cdd8785ae190baf,4911,557,1,1
85f47a40ee2218e5e302c1573d345a31,21379,100,10,59
1999f9192f4af407f8f47ffa1d0f72e4,50070,299,1,1
3999e940a2382e9288f290f11a59e900,9869,297,1,1
13b59f347135c80a99d950f044337685,3689,298,1,1
05c921b134e234f960c4ece6306636de,16010,175,1,1
81e2c4e7f66c2aac0da7d5074ee001fe,8081,557,1,1
3628bf15c58363162bef50685275c2e0,8081,79,1,1
b26abf259066f9220d92e5d0e320772a,995,557,1,1
cdadd92b949344763ad049b43bc58ecd,465,557,1,1
74d2a03b1bd474c410b76425f35fb185,4840,100,1,1
b8f8d002f29fb315f81c6adb51d6043c,8889,557,1,1
9412efe4260bf8f64bd3fd7e6c8cdd23,8889,79,1,1
b5fe9849fd44a99d5ed18464aed4f3ed,49,52,1,1
857a765f85cdcd6acec08e1635386aec,9009,298,1,1
4851dc5528f9b333bc3c189b16724772,992,557,1,1
17a2e112b999561385a734ea72e5816b,4040,298,1,1
96e0cfe17005d5ac5e3d56bcbb23e6b1,8086,297,1,1
9df4d5a92631761bd940ec0e35a279be,5601,297,1,1
bdc1dbeedf234fe6208738cdad38fde0,8889,557,1,1
895e6c066d48fedc6323df0bfe2d8098,8889,79,5,1
c11fdb19fb36e4e7065070633a44470b,2086,297,1,1
0e32f1f34739d852877addd77bd5a1a0,2082,296,1,1
7131d80ddecc036a3f38aefd4fcf4a24,8010,297,1,1
c9fe072394dcca1fdac0e8f2887ed8fc,8009,557,1,1
3302c951c0a409a40c7c057799d316e1,179,69,10,49
1216c14d787b0cc4040e1ccd843ddc53,8009,79,1,1
bf607fe3bf379733d1dc0f83cd6cf724,515,49,10,57
bd0c3f8186b70273efab970c0eec647d,6666,43,10,41
99c51fccdaddfc21c84e3640b177e3b5,8334,298,1,1
75f451c8ed5df0ce3a01743e20cf6a41,9051,56,10,109
5dff9f9f9eaa4c6b4fd7e8777620eca8,9080,298,1,1
6ebc48b901fa4a4a3576623390f60678,631,297,1,1
e4f7a1abcd4c23c48a278f5f8d842785,7547,297,1,1
b48f6a06084a017464c6b43ca15b90ba,25565,60,1,1
52ce49dc341f348853a570751493918c,25565,62,1,1
5f52158e8d40fc3f620efad4df4063f2,631,296,1,1
389da347315b5730ca549973d0b5240f,6664,297,1,1
d5fb69671662f02d531d88117ed9f5a6,9100,57,10,51
b3af1a1f585fb2a0588622f301384155,2379,124,1,1
e74c2ad7ae9083531d42b7cb4ea5e5ec,445,91,1,1
a7287a06d998bcaf721cecd328fa7ff0,2083,557,1,1
8976b43631cf28eac306ff59c2b5fb31,2083,78,2,1
f506a25054a6276ad94fa6ff95f08872,445,102,1,1
7ddf553edd74b2f2cb7b57888580293a,10554,97,1,1
e8d87e453d1e7781aaad3a03ad94559b,16992,299,1,1
1b8358679af644ee4c147c4dbdbcc188,8081,557,1,1
bea33c63772975faf21db517b40761a6,9633,176,11,367
66b8eb8ef0409c073cb1dc2d0d61d270,8081,78,2,1
648fe55304f21f7b288b378f4e7b7dae,7474,298,1,1
b11e599cca8f2fc8b969018c729c2b25,16993,557,1,1
fb36ee9eaafd15ac5bfcc23d635f0710,16993,79,1,1
e3769eb02e37b65894bd1e969410bf36,8181,557,1,1
f18ea4f9212026c66487d6fb6638483a,5222,184,10,109
4473018c823c24987f6fbc0ec49c4ac5,8181,79,5,1
5d87b0c4e1cb02199a07c7de3def7e94,389,54,10,59
c9c902e9025d5ec67161ac60b07616e0,2376,557,1,1
463954e8cff8e03355958380cc2188ea,2376,79,3,1
feb7963a823bf9522bee39f4ea915bae,992,557,1,1
c1d3a320f2d718664e56f2b817523c34,9981,298,1,1
64f2b55bec1f0bc7b3fc9cdf2b7a653f,2083,557,1,1
dd51dfa0580b280ba538d97eb129044f,4782,297,1,1
603ec4812ffc04b5426944d7464f2663,7474,298,1,1
d124bf5587ce5cce5b03d930b243a0b4,2083,79,2,1
61f9830957a5f21cf9f348c0bc8b9802,3780,557,1,1
4fd97b033bd7bc991e64e6b83538ef7d,3780,79,1,1
fe0d822e0f469f463b65096735be5d53,1200,47,10,93
ba769e51349a49a53691de456314f4e6,1200,47,10,93
965637918a762daf0c82d8f4ca2842c0,1200,54,10,93
bf0dabd8ef397ea55dbb50617f96fae9,8139,557,1,1
983ffb1638cfba7db9abde39c1d862c7,8139,79,1,1
5013d659ae8bef6cc0230aba1f6aebca,10554,96,1,1
66a266a9ab46748f99565a9179764e7a,8889,557,1,1
6b38cc373484f34cbdbee21f64ed72af,5357,297,1,1
4a8521c8881ee8d2e0f631092a4e978f,8889,79,3,1
dc1070e866a9b62ba0ee6730e0590a71,25105,298,1,1
5b31f589de8f32d00005268ecafc310a,49152,119,1,1
779984a63faeb544492988bf4c26a94b,88,296,1,1
c9bfd2114cf47311d9ede31bba373402,8010,297,1,1
c4670d3c61c6e2089e73216e95e79f39,5555,298,1,1
132753ac76cd0e8ad3900240542738ff,2379,123,1,1
2ec0e5f084bbb4e8124c919ed1543f38,7657,298,1,1
46b0a5213f9d9a9aaa70b4de76ed3fc6,554,95,1,1
91b8a46ae08d3f585c5a04bca4e26d3e,2379,123,1,1
86d79fd1d2303f8a8350e37848680676,8009,557,1,1
d0c4fbf40da468fdf17316b607ac438e,8009,79,2,1
5a382289b981d6d34dbfd2a7455f941f,8089,557,1,1
6375511275634019311db88c69e11953,9943,557,1,1
67eb47421a8bcb94fba596e12ac336da,8089,79,2,1
2f6df49df56f1dce2a6c38bbd1b8bb84,9943,78,4,1
c74987220d5dbefacbc4bd6b55204083,444,59,10,105
7c1c3a8cca600ca8ff25abff8ed5184b,2181,45,10,45
7edd39ef9e5dee7318e8faff77ff0f4a,2086,298,1,1
9a435f658ee90363b91102e1d826c998,8880,557,1,1
a74f33cd7b04d959bc0edf80703eb4eb,8880,79,3,1
bea33c63772975faf21db517b40761a6,1515,176,11,367
f1858a099b448c720511e27fbaa14c39,9000,116,1,1
3719d2fa5467a3f468d6632bc84d2951,5577,44,10,48
a04e577f3885b88ee43b649dd5aa0466,16010,173,1,1
22b1f3b1bae30648f1680193532d100e,8069,298,1,1
3f551fa2278c779cbad16e829ac03e0a,4840,100,1,1
fe0d822e0f469f463b65096735be5d53,2455,47,10,93
a2b46c2ff162a190323e8bad28fb530c,9001,557,1,1
ba769e51349a49a53691de456314f4e6,2455,47,10,93
965637918a762daf0c82d8f4ca2842c0,2455,54,10,93
83d3b14c724843fa3ed41c9a9f43b534,9001,78,3,1
68a3b1c95a8f19245c619ac485c166b7,10243,299,1,1
8bb1602689edb6ec7e36c4d722182c45,3780,557,1,1
580e885a49cf85ff91d7eec29229fe40,5601,297,1,1
94f9d5ec530c5140da8748e42840f51c,3780,79,2,1
6b223e9d3a67f8e08bdb0674890d390c,5901,298,1,1
2c32696dfe7fa93768a23beaf8c9efd5,9009,298,1,1
1eee5140e1fb6d2961aa090c2ce82c83,3541,298,1,1
f477c8b2e8c00cc5ab58392262459762,8889,557,1,1
ec6e7e32273bdc3eefb07108e071313c,8889,79,1,1
147c262774449dcaa2e81447ff00366f,9000,557,1,1
ede1660d7667af8870a2f3b478159e6b,8010,297,1,1
a61548793a1886d0b6d5dd0afdfff963,9000,78,3,1
2aeb04272f6ef56a3fb252de8160b029,2086,297,1,1
4b650ec25e658318aaf3da04202bba77,4064,557,1,1
193dfa924ea54947497d2013ebe0d8cc,4840,100,1,1
8a82b33264579caa7bd4fdcd725b859b,8060,298,1,1
0e2afedd543dc40fbc4b44631b2853b3,2083,557,1,1
3f4070e0029a7ba2cc769a38ed200086,2083,78,3,1
3f275771ad0f6a2947aa8bb67d6ada1b,2480,298,1,1
5f1bd6af1797d8ae2fa8d9f3b44d17a6,5672,48,10,48
535f2f9b8917f1063699fda25692ca5d,83,296,1,1
0042298b729287444bae496539380ecd,9009,298,2,1
49f022d200327195020b8a6d4f16b6f6,81,295,1,1
8c9f339dd59ff637d845ce698c7ddcdc,9595,298,1,1
646176042e218efe0275347b620b1059,8126,46,10,57
14023b459a715fb6c292676b02cee7e9,9001,557,1,1
4c6167398c42c881a1d51f194544a6f1,9001,79,1,1
790ee0209e739c4e019f41f9e5f3777f,102,62,1,1
f3f2eb740b7c66b83120ef37c748e2b1,4443,557,1,1
f75c8b7c286218f47992ee972e35545b,4443,78,3,1
aeda9c7ba27a46262d8a86df0834fc59,80,293,1,1
94bfcbc1f2d609db84db53de49026e1f,28017,298,1,1
43f2d309635c1c08e854c6efb6970073,3128,298,1,1
3fc6510b9cb3ea20c6b050e3061657a6,113,50,1,1
724c1ccf84893ed24db2449b1a6d4a55,2000,52,10,42
94992e9c0c0636c398f2377e8b91ec07,22,64,1,16
2f632e27eb6c616b63b7b816e5c44556,8081,557,1,1
0235f11200ecd435278dfa52e729757a,2083,557,1,1
9e13e3c6188530edb8135444ed3df4cc,8081,78,1,1
78e443f625c6ba61e5658930d0bb7c9c,2083,78,3,1
d775c437d778fd96f9cfeb11af64e6a3,8880,557,1,1
69cdb29f839faaef8af2b5e58c3d35a2,5601,296,1,1
0b712fa26082ea07450261c69414de82,10243,298,1,1
f28c373adc305aa3b4830f01555572e8,8880,78,2,1
7fc15db6b612d0a573ff4dd640af947f,771,46,10,47
5480057985a2f274c94e6213690e3b96,2086,296,1,1
005dfb836bd574463e4f7ece21b2eb6e,3689,297,1,1
12aaca181e743ebe557f91bcda305a9a,54138,50,10,67
b43ae94f81f548ff79a5925f754fc12f,8000,297,1,1
cd451ab68c490028c122f53eab51eb99,7548,557,1,1
4986dd9d6e8af638438b05eb6c368e7a,7548,79,4,1
0a9ea2be619e00dcf7c906a5688a67a7,55553,557,1,1
1ce43f0e5be6759ff7a2a3707acb8d12,8554,96,2,1
d49db03e78749ccf23609277ea73f7ac,55553,78,2,1
3a6a32b557d0f1c6558cbaf440a822a7,5000,297,1,1
c740a6842e33a90820019d45a29978c2,8090,297,1,1
1b84bbf16904cca46d1aee36623fa0f6,4840,100,1,1
ca36f1d29a6bada0178acfa670023f29,8889,557,1,1
74c0b21e38537e5ad8bc7b7e579d0ae4,8800,298,1,1
da24b9ce721381090c11a29e492ddda6,5986,557,1,1
839a300be147b6e17d0f155524da6828,5986,79,1,1
9b681c1dcc5641347f723dc6362f90b3,8080,298,1,1
ddd79cfade85fc4bd58f9f814b7b9f5a,8000,297,1,1
95b3034ed02f8c4ce5bd04fd56b671e6,1741,298,1,1
54248b86f4bb9fbc18346dd1779686ea,25565,60,1,1
fb58ef5d44ff447b42ba98ac7743ee3e,25565,62,1,1
7560db111be03d35e5a9f89fe0cfdaac,4064,557,1,1
54916b81f3e66751fdea17e77fab4c7b,16010,175,1,1
c623c16f1c770f960acc96eeb4f119f1,9200,297,1,1
e86f44ccd3f10025677cb9607c011683,4567,298,1,1
e41584024372fdf4458ddd235f3850a1,27017,98,6,11
6376a4424352e81dd0fc0476e43845e3,9009,298,1,1
00a917aa372ef3cb0463cf595c0d3292,25565,59,1,1
476ed3e29140dfbcf50929facb4c4850,25565,61,1,1
09861cdeaa443296d84e445d3619695f,16010,175,1,1
074f3f0cd101322ef17930d8220b4fdb,113,50,1,1
8d18b51d3a55a6a6fcf69bb7990780e1,8181,557,1,1
15908dfb02d7346d377a06aa74182aed,8181,79,1,1
e28537d4782454eeb627ace21c8f0644,6664,297,1,1
fb358db24237b645fedeae52055dd892,9600,60,10,45
cad3f3daab6ddce769ccc063fd8a0459,8080,298,1,1
5696825ad45820769cf4aa0f91aba80f,9001,557,1,1
2c59cc1e093a7c2876ba8353b180e25d,8800,297,1,1
2108995396cb38783c3b11b48fb7c7c5,16010,175,1,1
00a657f6dbe34ca32adb3d9df371e39e,9001,78,3,1
ef4e832e9b8ef0e62ca5f861d1c06dc5,8880,557,1,1
96206d098c1a5d40601b6a44c1bf9621,8880,79,2,1
0191fff2a82641c9e58d8916047d13b8,5357,298,1,1
e37764a2bf9376dbd5ecf49aaa019c49,465,557,1,1
89cd0081eb92106430413ff062c01bba,995,557,1,1
35b9047fbb67f3f1671df2c82e404ec4,9000,557,1,1
22b1c88649c1de7214a482874f830cb2,9595,297,1,1
85272d22188aab6f95148cf8930321fa,5000,298,1,1
ca0dc132372d7968ae3245186b083bab,445,91,1,1
6aa04b37f4370227835b4a0c847ffe61,8089,557,1,1
2612d63c1e733978a4f3adb7af4dc6ab,8089,79,4,1
c001b7d9f75a59d954ed41ce769236cd,3128,297,1,1
9b08987c428005cc343a3d8859b77164,445,102,1,1
9efb8d09eae1f692286c920f3975f960,32400,299,1,1
72d7c673e50919cdae4bd20262f169e3,9191,298,1,1
fabf2351ea27399b6a58f88ca53d2e30,9443,557,1,1
47d4524e9069d76392e3116dc44c20a7,4782,298,1,1
6d44bd6a2fe1b2fd4821ab448446510b,113,50,1,1
c99b06f68d65a0eb5b460c696288fb27,2375,297,1,1
b5a8bf94a43885aa7b893478c4c121a5,9443,79,4,1
ffdcba88e2708f88c169a0772ea815e0,1311,297,1,1
665e14878f971c2fa3c0a14fc675c813,9009,297,1,1
d2adce777dd6f338e7c4812a604a5e76,8069,298,1,1
7aae3b4581ab9332b394c5ab7cea4fca,3541,298,1,1
f18a3de13d36a94c0c54d9038debf9bc,8333,166,1,1
6a4c00717085e7822bcd185c25afa132,32400,298,1,1
111ceb18140fbf8b8e1b117adceeeeb7,2083,557,1,1
023550e05e741d7e1d68fac88e0e930a,2083,79,1,1
8313ad750aa6f3ee7ced86b47d618a68,25105,299,2,1
dead2877b8b8d4d29f0400e28eb40122,465,557,1,1
5b69982276c940659a32e434db3b7fb9,10000,557,1,1
08a14844e7b3cf10251bdc6550be6d58,10000,79,1,1
093f0aa2883deb85191cf811f5fe93e2,5985,296,1,1
a2b2db1e16dc8f1943c6600da76dfab8,8060,296,1,1
0601c445b5b3ea011897e9eb9f9dd4d6,2082,297,1,1
596a2306c48f69d2f5c9ff81e18a5284,9943,557,1,1
1890a5f230c760e2ab4093e7eb130ef1,5000,297,1,1
1fb2114603e52ccc34f736c146f7eb4a,9000,557,1,1
290aeb6f0b638f2a25480885c3aeba7f,8099,557,1,1
565c233cc0458446afe7dfc401f0de86,9000,79,1,1
99184e6e00745dab733c543c834a0d2f,2083,557,1,1
12f91a0cc1cfda6a938d9f06ebd16297,10001,47,10,55
0ea1e0f16dfa4d326108f23c2b0c5719,2083,79,2,1
9ffcf197e11f5632d9e6eb845f01a5f4,8001,298,1,1
883663c6c89e8d1537736f236d7da722,8098,297,1,1
cbbd91cefdd9cc19144350d805cde8da,5432,48,10,50
e3b5a97e66581f76ddd05b7d8b560f40,25105,298,1,1
0ccf9aa95572e15304a4519fb510c299,3260,184,10,56
52610e319b43baea130d25ed5c4ba5c8,4567,298,1,1
1f9ff5f1f6e6109d49cf64e76e513168,3542,298,1,1
2e5d15aa013f61e95bab308d37457d92,3388,76,10,128
99668e9e50e0ce3b9170890271e3cefc,1962,66,10,56
5c6d3f6fca1e13e022eb76de0886de32,8443,557,1,1
101c1df7af4cfb2b31bf7f15b1d0fcbb,8443,78,1,1
8f618f990dc17d20adae65102af22179,445,91,1,1
9479ca79bb56df7655a857ff4e5d3645,2087,557,1,1
8ca98ab2e9afb55e57fa07e1a67c00d9,2087,79,2,1
77fd923c7392613bd81e292664fcf1a9,13579,299,1,1
af3eb3c6e3af6715fc025c7b981d7970,9191,297,1,1
c1ea448a848d6b70891ae346864a5a78,445,102,1,1
6a88ea97990f1b01c5b18569e06b4ab1,3000,297,1,1
281be85f56dcf7e1186e56aab5367d74,9080,298,1,1
d055a3610d0845ad8beccd1b5c6beaee,8069,297,1,1
d26d7a5c10ce4fd39800e69ce1741660,5986,557,1,1
e20d9519f6e15a9a6e18412aa57cc726,8140,557,1,1
09a6d2bcc28389495f7392b2172c576c,37777,72,10,64
66849854b8d321e2a772461fedf97373,5986,78,2,1
fa9b8900723624f00dc4a2ed4f55ae6d,8140,79,1,1
0a900d07d9391b362f86bce3a995aa90,7071,557,1,1
a4cb9c2679e687e345a9b468501c7398,7071,79,2,1
414fdd4d57344a08b01075c427120e16,8880,557,1,1
f5364b63128b513a7f5df8dda469b715,5555,297,1,1
44a9e651cd8cfca29abe1349796c90c5,4567,298,1,1
